# Constructed from biom file
#OTU ID	4-11A-CNRL_6342_V5	4-11B-CNRL_6418_V5	4-11C-CNRL_6419_V5	4-11D-CNRL_6341_V5	L41_CNRL_6353B_V4V5	L41_CNRL_6360B_V4V5	L41_CNRL_6361B_V4V5	L41_CNRL_6431B_V4V5	4-03A-V4V5_CNRL_6350	4-03B-V4V5_CNRL_6351	4-03C-V4V5_CNRL_6352	4-03D-V4V5_CNRL_6356	4-03E-V4V5_CNRL_6357	4-03F-V4V5_CNRL_6358	4-03G-V4V5_CNRL_6359	4-03H-V4V5_CNRL_6423	4-04A-V4V5_CNRL_6424	4-04B-V4V5_CNRL_6425	4-04C-V4V5_CNRL_6427	4-04D-V4V5_CNRL_6428	4-04E-V4V5_CNRL_6429	4-04F-V4V5_CNRL_6430	4-04G-V4V5_CNRL_6432	4-04H-V4V5_CNRL_6433	4-05A-V4V5_CNRL_6434	taxonomy
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;__;__	0.016694102837222814	0.010415630079278204	0.002576332555791526	0.016990594047054716	0.0011955071174377225	0.0023358653400378016	0.0010376350222572712	0.006623719325235302	0.0005952666698670251	0.0007621121393576484	0.0011587485515643105	4.726568038946921e-05	0.0004823151125401929	0.0003609616563372608	0.00032075269966855556	9.877962266184144e-05	0.0030799384012319755	0.0037252014207744956	0.0018287564456169806	0.007025228248812537	0.0028847930196535406	0.002862301879221561	0.008072617680826635	0.00607015825009052	0.0016810199912069724
d__Bacteria;p__Firmicutes;__;__;__;__	0.0012588360608114652	0.0018243938036952268	0.00222817950771159	0.0002993937277014047	0.0014596307829181495	0.0007756499411575907	0.0012866674275990163	5.341709133254276e-05	0.001468964524026691	0.0011540555253130103	0.00101268780977049	0.0005671881646736305	0.000932475884244373	0.0006470067424913165	0.0007484229658932962	0.0007004373243294211	0.00249995000099998	0.0024950186260071037	0.00038973498021345487	0.0010808043459711596	0.0005826429251517003	0.0006821373637397178	0.0006816877152698048	0.0008306532342229133	0.00031034215222282567
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__s74e-6049;g__s74e-6049	0.001704270359252445	0.0017580522108335821	0.0018452111548236604	0.0007983832738704124	0.0030582740213523133	0.0018365964123961342	0.0019403774916210972	0.00013888443746461117	0.0035427967932408428	0.0029613500272182907	0.0024051335482049136	0.002205731751508563	0.0024758842443729904	0.0026969965265953824	0.004714092707249983	0.006330875816054383	0.0028199436011279774	0.0018539374512691674	0.0	0.00014221109815409994	0.0	0.00013375242426268976	0.00014351320321469576	0.00021298800877510597	0.00024568753717640364
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__053A03-B-DI-P58;f__053A03-B-DI-P58;g__053A03-B-DI-P58	0.00021303379490655562	0.0003980495571698676	0.00013926121923197438	4.9898954616900776e-05	5.560498220640569e-05	0.0001159017153453871	8.30108017805817e-05	0.0	0.00020162258172915366	0.0	0.00015579812458007536	0.00015755226796489735	0.00019292604501607716	8.172716747258735e-05	0.00014579668166752525	7.183972557224831e-05	0.0003999920001599968	0.00025989777354240665	0.0	0.0	0.00011368642441984396	0.0	0.00010763490241102181	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1366836533017104e-05	0.0	0.0	0.00011684859343505652	0.0	0.0	0.0	0.0	0.0	9.99980000399992e-05	0.0	0.0004197145940760283	5.688443926163998e-05	0.0	6.687621213134488e-05	3.587830080367394e-05	0.0	0.0
d__Bacteria;p__WS1;c__WS1;o__WS1;f__WS1;g__WS1	0.0	0.0	0.0	9.979790923380155e-05	0.00031972864768683274	0.0005884240932919653	0.0002801614560094632	0.00011751760093159407	0.00038404301281743557	0.000261295590636908	0.0005550308188165185	0.00023632840194734604	0.00012861736334405144	0.0003405298644691139	0.00048598893889175083	0.0005298179760953313	0.0008999820003599928	0.00031187732825088796	0.00014989806931286725	0.0007110554907704997	0.00015631883357728545	0.00010700193941015181	0.00021526980482204362	0.0004046772166727013	9.051646106499082e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;__	5.810012588360608e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.688443926163998e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__OPB41;g__OPB41	0.003737774765178658	0.004677082296745945	0.0017407652403996798	0.0026446445946957413	0.021838856761565835	0.018365964123961343	0.011496996046610565	0.004860955311261391	0.013134271038356297	0.012324442025040827	0.011188252821406662	0.011769154416977833	0.010643086816720257	0.01882449090785262	0.016183431665095303	0.019306926247541736	0.005839883202335953	0.00784891276098068	0.0033876963664708	0.006257288318780398	0.007190666344555131	0.009335919213535746	0.011463117106773823	0.011054077655427999	0.004228411824036
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__AKYH767	0.003156773506342597	0.0013434172554483033	0.0	0.005014844938998528	0.0	0.0	0.0	0.0	0.0	0.0	0.00017527289015258478	0.0	0.0	0.0	0.0	1.7959931393062077e-05	0.00037999240015199694	0.00019059170059776488	0.0003597553663508814	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolineaceae_UCG-001	7.746683451147477e-05	0.00018243938036952267	0.00017407652403996797	0.0	0.0005421485765124555	0.0005170999607717271	0.0001763979537837361	0.0004487035671933592	0.0004608516153809227	0.0	0.00041870745980895257	0.0003151045359297947	0.0002893890675241158	0.0007764080909895798	0.0003304724784463906	0.0006465575301502349	0.0008399832003359933	0.00022524473707008578	0.0	0.0007679399300321397	0.0003410592732595319	0.0007356383334447936	0.0007534443168771527	0.0008519520351004239	0.0005301678433806606
