8085042064 assembled Ga0376446_011690_123_2036	8085042064	assembled	Ga0376446_011690_123_2036
8085042065 assembled Ga0376446_005649_45_1556	8085042065	assembled	Ga0376446_005649_45_1556
8088453956 assembled Ga0376446_002138_3204_4901	8088453956	assembled	Ga0376446_002138_3204_4901
8088584548 assembled Ga0395702_001019_2769_4445	8088584548	assembled	Ga0395702_001019_2769_4445
8088584929 assembled Ga0395701_044874_349_1860	8088584929	assembled	Ga0395701_044874_349_1860
8089652155 assembled Ga0395701_004545_5686_7338	8089652155	assembled	Ga0395701_004545_5686_7338
8089670615 assembled Ga0452077_1301992_2_1285	8089670615	assembled	Ga0452077_1301992_2_1285
8091730745 assembled Ga0334826_000415_18618_20303	8091730745	assembled	Ga0334826_000415_18618_20303
8091731170 assembled Ga0334824_014620_1336_2988	8091731170	assembled	Ga0334824_014620_1336_2988
8091733830 assembled Ga0334824_011025_1086_2762	8091733830	assembled	Ga0334824_011025_1086_2762
8091735751 assembled Ga0334823_045767_2_1300	8091735751	assembled	Ga0334823_045767_2_1300
8091736836 assembled Ga0334823_028592_708_2159	8091736836	assembled	Ga0334823_028592_708_2159
8091738148 assembled Ga0334823_027831_44_1495	8091738148	assembled	Ga0334823_027831_44_1495
8091739955 assembled Ga0334823_000733_9413_11098	8091739955	assembled	Ga0334823_000733_9413_11098
8091743058 assembled Ga0334822_013512_168_1847	8091743058	assembled	Ga0334822_013512_168_1847
8095631936 assembled Ga0452077_0377181_317_1897	8095631936	assembled	Ga0452077_0377181_317_1897
8095638110 assembled Ga0395701_001477_16167_17843	8095638110	assembled	Ga0395701_001477_16167_17843
8095639107 assembled Ga0395699_001328_10165_11841	8095639107	assembled	Ga0395699_001328_10165_11841
8095640044 assembled Ga0395698_037749_917_2593	8095640044	assembled	Ga0395698_037749_917_2593
8095642558 assembled Ga0452075_0508638_487_2067	8095642558	assembled	Ga0452075_0508638_487_2067
8095767663 assembled Ga0452073_1611005_412_1911	8095767663	assembled	Ga0452073_1611005_412_1911
8095774203 assembled Ga0452073_0264092_771_2189	8095774203	assembled	Ga0452073_0264092_771_2189
8095781774 assembled Ga0395694_0032294_344_2059	8095781774	assembled	Ga0395694_0032294_344_2059
8095786861 assembled Ga0395682_0038228_1_1425	8095786861	assembled	Ga0395682_0038228_1_1425
