2037747002 assembled Ga0255346_100027241	2037747002	assembled	Ga0255346_100027241
2037747003 assembled Ga0187777_101663241	2037747003	assembled	Ga0187777_101663241
2048955004 assembled Ga0527633_001897_5146_6798	2048955004	assembled	Ga0527633_001897_5146_6798
2061766000 assembled Ga0568860_0005333_4262_5974	2061766000	assembled	Ga0568860_0005333_4262_5974
2061766007 assembled Ga0216347_1000144419	2061766007	assembled	Ga0216347_1000144419
2061766007 assembled Ga0376446_001452_3921_5720	2061766007	assembled	Ga0376446_001452_3921_5720
2065487002 assembled Ga0436477_0159936_358_1680	2065487002	assembled	Ga0436477_0159936_358_1680
2065487003 assembled Ga0315280_100164518	2065487003	assembled	Ga0315280_100164518
2065487003 assembled Ga0436477_0152105_469_1731	2065487003	assembled	Ga0436477_0152105_469_1731
2065487005 assembled Ga0395676_042268_8_1216	2065487005	assembled	Ga0395676_042268_8_1216
2065487005 assembled Ga0436477_0081756_668_2332	2065487005	assembled	Ga0436477_0081756_668_2332
2065487006 assembled Ga0395676_034665_410_2098	2065487006	assembled	Ga0395676_034665_410_2098
2065487006 assembled Ga0436477_0030010_256_1926	2065487006	assembled	Ga0436477_0030010_256_1926
2065487007 assembled Ga0395676_009736_15_1466	2065487007	assembled	Ga0395676_009736_15_1466
2065487007 assembled Ga0436477_0002160_13373_15040	2065487007	assembled	Ga0436477_0002160_13373_15040
2065487008 assembled Ga0436476_0035535_2291_3994	2065487008	assembled	Ga0436476_0035535_2291_3994
2065487009 assembled JGI24729J20445_10029122	2065487009	assembled	JGI24729J20445_10029122
2067725009 assembled JGI24731J21663_10185782	2067725009	assembled	JGI24731J21663_10185782
2077657014 assembled Ga0315292_103366501	2077657014	assembled	Ga0315292_103366501
2081372008 assembled Ga0116145_10098806	2081372008	assembled	Ga0116145_10098806
2081372008 assembled Ga0255346_100008693	2081372008	assembled	Ga0255346_100008693
2081372008 assembled Ga0558068_0004614_13335_15011	2081372008	assembled	Ga0558068_0004614_13335_15011
2084038002 assembled FeGlu_100028889	2084038002	assembled	FeGlu_100028889
2084038002 assembled Ga0334901_100049510	2084038002	assembled	Ga0334901_100049510
