2987173961 assembled Ga0181536_101123251	2987173961	assembled	Ga0181536_101123251
2987174205 assembled Ga0181536_100933991	2987174205	assembled	Ga0181536_100933991
2987177600 assembled Ga0181535_1000081930	2987177600	assembled	Ga0181535_1000081930
2993239076 assembled Ga0181535_1000044153	2993239076	assembled	Ga0181535_1000044153
2993239317 assembled Ga0181533_10922631	2993239317	assembled	Ga0181533_10922631
2993240522 assembled Ga0181530_1000700411	2993240522	assembled	Ga0181530_1000700411
2993240611 assembled Ga0181529_1000085335	2993240611	assembled	Ga0181529_1000085335
2993745710 assembled Ga0366832_10107008	2993745710	assembled	Ga0366832_10107008
2994895857 assembled Ga0194052_10239621	2994895857	assembled	Ga0194052_10239621
2995000235 assembled Ga0194044_100225913	2995000235	assembled	Ga0194044_100225913
3000002276 assembled Ga0334884_10024424	3000002276	assembled	Ga0334884_10024424
3001082599 assembled Ga0181527_10941161	3001082599	assembled	Ga0181527_10941161
3001172668 assembled Ga0105155_10201152	3001172668	assembled	Ga0105155_10201152
3001528536 assembled Ga0366832_101026418	3001528536	assembled	Ga0366832_101026418
3001940947 assembled Ga0427959_0000605_50381_52072	3001940947	assembled	Ga0427959_0000605_50381_52072
3001941800 assembled Ga0480582_0041109_23_1699	3001941800	assembled	Ga0480582_0041109_23_1699
3003304107 assembled Ga0116165_10014794	3003304107	assembled	Ga0116165_10014794
3003309649 assembled Ga0116200_100024835	3003309649	assembled	Ga0116200_100024835
3300000032 assembled Ga0134092_100052411	3300000032	assembled	Ga0134092_100052411
3300000032 assembled Ga0172382_1000111739	3300000032	assembled	Ga0172382_1000111739
3300000032 assembled Ga0172382_100037405	3300000032	assembled	Ga0172382_100037405
3300000032 assembled Ga0190284_10042363	3300000032	assembled	Ga0190284_10042363
3300000032 assembled Ga0208823_1000002229	3300000032	assembled	Ga0208823_1000002229
