2800888402 assembled Ga0435746_0005378_3684_5336	2800888402	assembled	Ga0435746_0005378_3684_5336
2800889236 assembled Ga0435542_04515_3_1265	2800889236	assembled	Ga0435542_04515_3_1265
2800892363 assembled Ga0434950_206844_1_1323	2800892363	assembled	Ga0434950_206844_1_1323
2800893954 assembled Ga0434950_071874_976_2679	2800893954	assembled	Ga0434950_071874_976_2679
2800894944 assembled Ga0434945_001704_14363_16084	2800894944	assembled	Ga0434945_001704_14363_16084
2800902300 assembled Ga0427963_0058166_577_2244	2800902300	assembled	Ga0427963_0058166_577_2244
2805863657 assembled Ga0310691_100555732	2805863657	assembled	Ga0310691_100555732
2807341441 assembled Ga0082021_11864427	2807341441	assembled	Ga0082021_11864427
2809203171 assembled Ga0427963_0032240_1176_2852	2809203171	assembled	Ga0427963_0032240_1176_2852
2809203394 assembled Ga0484005_000470_9814_11466	2809203394	assembled	Ga0484005_000470_9814_11466
2809206507 assembled Ga0183095_1015357	2809206507	assembled	Ga0183095_1015357
2809206652 assembled Ga0183095_10010251	2809206652	assembled	Ga0183095_10010251
2809208232 assembled Ga0255344_10102947	2809208232	assembled	Ga0255344_10102947
2812387567 assembled Ga0255344_100164818	2812387567	assembled	Ga0255344_100164818
2812396961 assembled Ga0194053_100147784	2812396961	assembled	Ga0194053_100147784
2812467394 assembled Ga0116200_100371061	2812467394	assembled	Ga0116200_100371061
2812666912 assembled Ga0427963_0019377_707_2383	2812666912	assembled	Ga0427963_0019377_707_2383
2812678826 assembled Ga0334885_100070127	2812678826	assembled	Ga0334885_100070127
2814163879 assembled Ga0531112_002161_19629_21281	2814163879	assembled	Ga0531112_002161_19629_21281
2814226144 assembled mocke_il_soapb_00154440	2814226144	assembled	mocke_il_soapb_00154440
2815351315 assembled Ga0366835_1000005112	2815351315	assembled	Ga0366835_1000005112
2816161217 assembled Ga0116168_10042394	2816161217	assembled	Ga0116168_10042394
2816162839 assembled Ga0484005_000185_65101_66756	2816162839	assembled	Ga0484005_000185_65101_66756
2816165754 assembled Ga0334885_100036272	2816165754	assembled	Ga0334885_100036272
2816182464 assembled Ga0334884_10593111	2816182464	assembled	Ga0334884_10593111
2816182642 assembled Ga0116168_100144316	2816182642	assembled	Ga0116168_100144316
2816186271 assembled Ga0334884_10565141	2816186271	assembled	Ga0334884_10565141
2816186306 assembled Ga0484004_001366_5146_6798	2816186306	assembled	Ga0484004_001366_5146_6798
2816187591 assembled Ga0183095_10002157	2816187591	assembled	Ga0183095_10002157
2816187860 assembled Ga0182795_10000183	2816187860	assembled	Ga0182795_10000183
2816219515 assembled Ga0182794_1004425	2816219515	assembled	Ga0182794_1004425
2816219786 assembled Ga0182240_1002728	2816219786	assembled	Ga0182240_1002728
2816222001 assembled Ga0116168_1000016165	2816222001	assembled	Ga0116168_1000016165
2816224411 assembled Ga0484001_0004817_9607_11259	2816224411	assembled	Ga0484001_0004817_9607_11259
2816224446 assembled Ga0334884_10218732	2816224446	assembled	Ga0334884_10218732
2816245067 assembled Ga0116167_10777701	2816245067	assembled	Ga0116167_10777701
2816248755 assembled Ga0334884_10207101	2816248755	assembled	Ga0334884_10207101
2816249602 assembled Ga0208940_100001068	2816249602	assembled	Ga0208940_100001068
2816251975 assembled Ga0334884_10119884	2816251975	assembled	Ga0334884_10119884
2816252010 assembled Ga0484001_0000024_162881_164545	2816252010	assembled	Ga0484001_0000024_162881_164545
2816264577 assembled Ga0182240_10019119	2816264577	assembled	Ga0182240_10019119
2816265773 assembled Ga0528475_000886_38771_40450	2816265773	assembled	Ga0528475_000886_38771_40450
2816266176 assembled Ga0182239_10059911	2816266176	assembled	Ga0182239_10059911
2816269052 assembled Ga0182239_10026576	2816269052	assembled	Ga0182239_10026576
2816269804 assembled Ga0182238_10015651	2816269804	assembled	Ga0182238_10015651
2816271078 assembled Ga0255344_10013028	2816271078	assembled	Ga0255344_10013028
2816274772 assembled Ga0116200_100142063	2816274772	assembled	Ga0116200_100142063
2816276824 assembled Ga0255344_100051941	2816276824	assembled	Ga0255344_100051941
2816278447 assembled Ga0427963_0000982_9978_11639	2816278447	assembled	Ga0427963_0000982_9978_11639
2816285464 assembled Ga0182238_10008856	2816285464	assembled	Ga0182238_10008856
2816287169 assembled Ga0182237_10003315	2816287169	assembled	Ga0182237_10003315
2816287898 assembled Ga0182236_10001156	2816287898	assembled	Ga0182236_10001156
2816290041 assembled Ga0182235_10000778	2816290041	assembled	Ga0182235_10000778
2816291628 assembled Ga0182234_1027913	2816291628	assembled	Ga0182234_1027913
2816291727 assembled Ga0182028_11213261	2816291727	assembled	Ga0182028_11213261
2816292079 assembled Ga0182027_105117421	2816292079	assembled	Ga0182027_105117421
2816293659 assembled Ga0182027_103603311	2816293659	assembled	Ga0182027_103603311
2816294259 assembled Ga0182027_102965702	2816294259	assembled	Ga0182027_102965702
2816296671 assembled Ga0255343_100329613	2816296671	assembled	Ga0255343_100329613
2816301379 assembled Ga0182027_102523952	2816301379	assembled	Ga0182027_102523952
2816302007 assembled Ga0182027_100108924	2816302007	assembled	Ga0182027_100108924
2816304442 assembled Ga0182027_1000841215	2816304442	assembled	Ga0182027_1000841215
2816304677 assembled Ga0182021_106822041	2816304677	assembled	Ga0182021_106822041
2816306733 assembled Ga0255343_100029541	2816306733	assembled	Ga0255343_100029541
2816310251 assembled Ga0427959_0055204_10_1458	2816310251	assembled	Ga0427959_0055204_10_1458
2816319701 assembled Ga0255343_100010821	2816319701	assembled	Ga0255343_100010821
2819918478 assembled Ga0182021_102818912	2819918478	assembled	Ga0182021_102818912
2819918956 assembled Ga0182021_102611591	2819918956	assembled	Ga0182021_102611591
2821228885 assembled Ga0134105_100048413	2821228885	assembled	Ga0134105_100048413
2821229546 assembled Ga0134105_100002083	2821229546	assembled	Ga0134105_100002083
2821518108 assembled Ga0182021_102577471	2821518108	assembled	Ga0182021_102577471
2821518603 assembled Ga0182021_102280221	2821518603	assembled	Ga0182021_102280221
2828494327 assembled Ga0483991_047041_42_1730	2828494327	assembled	Ga0483991_047041_42_1730
2828496623 assembled Ga0182021_101651441	2828496623	assembled	Ga0182021_101651441
2828497344 assembled Ga0182021_100529144	2828497344	assembled	Ga0182021_100529144
2830831859 assembled Ga0255343_100005671	2830831859	assembled	Ga0255343_100005671
