2730505363 assembled Ga0376526_005928_60_1286	2730505363	assembled	Ga0376526_005928_60_1286
2730507166 assembled Ga0435835_000001_223806_225458	2730507166	assembled	Ga0435835_000001_223806_225458
2730764061 assembled Ga0435833_002851_3440_5047	2730764061	assembled	Ga0435833_002851_3440_5047
2730767688 assembled Ga0334885_10087196	2730767688	assembled	Ga0334885_10087196
2730767723 assembled Ga0484784_007627_747_2474	2730767723	assembled	Ga0484784_007627_747_2474
2730773242 assembled Ga0183096_10389671	2730773242	assembled	Ga0183096_10389671
2730773658 assembled Ga0527687_001531_6862_8514	2730773658	assembled	Ga0527687_001531_6862_8514
2730776247 assembled Ga0194053_100226883	2730776247	assembled	Ga0194053_100226883
2730780803 assembled Ga0527675_010349_586_2268	2730780803	assembled	Ga0527675_010349_586_2268
2730786552 assembled Ga0504910_0027884_513_2201	2730786552	assembled	Ga0504910_0027884_513_2201
2735488348 assembled Ga0114983_10024116	2735488348	assembled	Ga0114983_10024116
2743927234 assembled Ga0114951_101291211	2743927234	assembled	Ga0114951_101291211
2752678248 assembled Ga0395673_051480_285_1730	2752678248	assembled	Ga0395673_051480_285_1730
2752678248 assembled Ga0395675_001168_2387_4063	2752678248	assembled	Ga0395675_001168_2387_4063
2755296603 assembled Ga0484784_000749_9613_11334	2755296603	assembled	Ga0484784_000749_9613_11334
2755339685 assembled Ga0082037_1000003189	2755339685	assembled	Ga0082037_1000003189
2755588695 assembled Ga0376526_000017_171134_172852	2755588695	assembled	Ga0376526_000017_171134_172852
2755715087 assembled Ga0484710_000253_9413_11134	2755715087	assembled	Ga0484710_000253_9413_11134
2755715555 assembled Ga0484707_01510_1_1485	2755715555	assembled	Ga0484707_01510_1_1485
2755717176 assembled Ga0334885_10081675	2755717176	assembled	Ga0334885_10081675
2756374868 assembled Ga0183096_10014642	2756374868	assembled	Ga0183096_10014642
2756375863 assembled Ga0183096_1000023163	2756375863	assembled	Ga0183096_1000023163
2756378093 assembled Ga0116168_10398321	2756378093	assembled	Ga0116168_10398321
2756379526 assembled Ga0484706_000254_13182_14903	2756379526	assembled	Ga0484706_000254_13182_14903
2756379562 assembled Ga0366835_100104221	2756379562	assembled	Ga0366835_100104221
2757234580 assembled Ga0114951_100024027	2757234580	assembled	Ga0114951_100024027
2757458224 assembled Ga0484705_002238_36_1385	2757458224	assembled	Ga0484705_002238_36_1385
2757458258 assembled Ga0366835_100072619	2757458258	assembled	Ga0366835_100072619
2758462955 assembled Ga0366835_100027847	2758462955	assembled	Ga0366835_100027847
2758473090 assembled Ga0366835_100022468	2758473090	assembled	Ga0366835_100022468
2759648294 assembled Ga0114951_1000109327	2759648294	assembled	Ga0114951_1000109327
2760217654 assembled Ga0114951_1000097919	2760217654	assembled	Ga0114951_1000097919
2760544416 assembled Ga0183096_1000018312	2760544416	assembled	Ga0183096_1000018312
2760545117 assembled Ga0183096_1000003642	2760545117	assembled	Ga0183096_1000003642
2760549602 assembled Ga0302322_1004090882	2760549602	assembled	Ga0302322_1004090882
2767369983 assembled Ga0114922_102248531	2767369983	assembled	Ga0114922_102248531
2767371995 assembled Ga0315291_100890983	2767371995	assembled	Ga0315291_100890983
2767379874 assembled Ga0183095_1045832	2767379874	assembled	Ga0183095_1045832
2767562817 assembled Ga0496794_001732_2_1201	2767562817	assembled	Ga0496794_001732_2_1201
2771198156 assembled Ga0310694_100289741	2771198156	assembled	Ga0310694_100289741
2771645520 assembled Ga0255344_10343301	2771645520	assembled	Ga0255344_10343301
2772170851 assembled Ga0116168_10147232	2772170851	assembled	Ga0116168_10147232
